336442	91893	-87702.5531547622
61932	44313	-43764.8946157493
988499	28488	-39590.8303277524
204324	11260	-19952.2751010732
199954	15873	-42677.3468696873
121337	30337	88736.8684582118
612178	55951	1212.00052146426
881101	31980	24848.6471012461
114945	68008	-74876.292876376
413947	2922	92876.3869185356
970385	33092	2582.71838658617
952939	3899	-74912.138550967
174945	17248	54236.3162870688
37667	22141	-27051.7917010243
325278	71612	-9874.67417021966
192931	16426	-35786.1361167329
608161	34846	-12702.3616399161
733500	18480	20425.1462223125
942977	99301	88999.5234035885
437247	16045	-47175.1853577677
155558	22736	14572.5907360076
337668	79738	-1109.92682218083
887324	43020	-24364.8226020694
161176	40784	-46033.2772443226
172505	80976	23670.5256270573
141320	82507	-52652.5228995143
173621	69223	72018.0918332274
804549	76117	-45878.2141776188
527897	78945	4182.27971726203
910787	36956	-84680.1444816776
180447	53856	-33367.6013785264
507061	67929	37479.0397181544
791877	88429	49643.1003090195
956176	45210	-97678.2754052795
942891	70319	-17930.125872572
166656	9825	-8709.3015707607
983773	91932	79903.0036571915
708259	69004	-95005.7891174246
404037	36080	53753.682018143
302258	10383	99410.2489200468
973539	71119	-52589.5079377059
301580	97830	-58261.5569970857
936667	28386	38480.0505537913
930952	79582	13643.0305957995
488524	68006	23282.6112412301
848476	97642	-28240.0612385199
860253	66116	35178.2090660083
64457	12919	-58339.789956035
177088	60987	-5185.46500484714
308195	17924	6220.38455038349
918621	31903	-64431.8512475266
751159	48886	-34186.8113419911
774550	59538	-6749.35984739539
201663	96553	79110.1139872848
764047	98871	-9556.18643646882
331304	25495	-90762.5901469787
408562	59833	-2129.60173475072
409973	91221	-10293.7987587851
321163	95146	-90095.5172209514
28750	78183	1710.16189349358
734615	63603	12484.2716904749
161298	63488	71963.3620101788
390379	2688	-53039.3905718994
287350	50467	-55932.2078507078
892542	56917	-73748.7585161574
780336	11023	74839.8168826661
756077	9993	-49511.3777692948
427891	54813	9494.42326533348
41750	77998	-90474.0805693316
729303	21003	-85288.7529811304
279545	81561	3364.89458725085
957702	25219	20300.4550748972
333135	76944	-91902.9935225393
592402	15872	-3523.85589085698
811380	6458	-3674.7791355824
269014	46238	56678.4126482338
317278	48464	21735.2787599598
175325	74612	-44258.4087812614
256110	53000	45769.5482977524
14949	56247	734.513765543015
812185	52921	-38529.2861324406
161245	53423	-34375.8158080167
703508	42745	-61687.0425463128
529758	7057	39529.9515405344
833711	68980	80971.7875816728
770057	10442	55684.411039429
65847	92530	98247.1697955612
264241	53397	77836.8667596192
464886	46247	-5372.93502379811
238121	18127	-67939.2597488776
872650	40456	-3358.69784623323
536817	97611	-44027.8431140016
175030	2733	-77318.5396461368
153501	39558	16515.6242980229
591828	11344	-81278.3080065988
911024	76004	-78202.0593891861
373857	69550	38046.4581484191
950424	72857	-30637.7004509036
512441	50596	-50194.0534218187
418177	33162	80716.6767216831
854981	35379	-53350.1182465582
31260	30952	-74193.7410897546
214450	88885	-23307.0640467606
624999	67319	93272.8867015209
665012	41138	-58552.3283847386
408664	49840	24902.8144054594
795572	79696	52522.1844914007
364152	82112	-56890.1229449036
470078	82614	-26184.6521525572
136391	83797	-53546.9268232337
30830	82212	90754.0438653687
209831	58116	-79979.8856396134
349338	41754	-73915.7062833736
964578	14298	-91058.4622021105
725519	39861	78202.0136612477
723861	4283	-92647.519704256
139569	82116	75107.8842091876
624516	55064	-71497.2468891634
140969	66849	20226.0944620828
17699	67636	46974.1101129791
759951	81574	-45494.8310486483
151198	54533	67635.4647463353
12593	39794	22764.2482718286
107136	18381	-77631.1864040937
494101	79991	71453.9632068267
717898	70359	-76916.6732099451
324548	15097	27363.5829460638
332325	87994	84119.3502694924
356738	19326	-73147.0892080791
811255	69216	61535.9226062596
498979	28724	99875.3028921202
395561	89589	23707.0310505605
772180	80757	-69063.2474464659
52834	98646	66044.0195193719
422954	27934	-91110.0044805137
763693	15943	58318.9306586603
285250	33329	70443.8751425798
485723	29804	62997.2244440565
98052	53203	-83754.7278887381
351941	18387	-62429.6577472378
703909	91619	-22732.124348512
806142	95925	45540.0651067216
112466	54746	25275.2196627088
238743	69253	-87141.0221732878
960734	51177	-93014.0179549409
806598	56054	92877.3039918753
876145	76146	-44821.5333487939
342681	49282	29156.4458651265
955459	6413	27693.5965417389
184398	52066	55396.4785092494
537319	63900	55970.4680722069
966834	46404	1987.17652912585
443893	60049	-15146.466677611
316755	422	-93623.7256012967
165221	40854	-4530.43231020236
787922	28663	-15709.1731744395
780053	80960	3653.4079833205
116838	29861	-59711.4445454029
911957	66116	35065.0512310979
740551	2015	18982.2851302951
89231	92392	60208.6806484539
849391	53055	5093.72768229512
284448	27801	84557.3195184382
525002	71936	-41485.2708305629
540129	5353	88360.558444802
244018	33467	-4099.35689722157
168438	26576	-2344.94120923101
217024	35189	-98791.3073034917
258723	99103	88894.0862328252
578415	97806	97535.4211393443
834610	9494	53223.6281564569
829355	76148	44630.127653773
230846	40618	-30983.3154692237
951877	81059	6216.02949975806
498676	19517	85747.5441814156
225701	84417	83277.0395946116
259649	69148	-63241.6953161553
195829	99314	36629.1280540773
106632	47555	4748.596206656
794997	89634	-43808.6176029447
581004	29535	87805.6292365331
935106	35774	31878.7054772855
526464	42772	-33624.0375105404
218662	68724	72325.2992948169
134416	19307	32810.7625864497
957196	32367	-70145.6008339979
77304	1581	68749.5933700118
28083	28631	-22615.1486498374
803882	50288	-73759.8375295102
82971	16614	-28940.2370010224
199417	29367	45029.2992149616
64126	28793	59489.7904244669
592059	61222	12935.7566651589
269359	48717	73191.674972508
584512	93830	30955.0848467998
322180	11440	-28886.4865567938
19092	46407	-69225.5635602519
374490	7985	11531.278915485
437226	27846	-22547.3184709192
552117	51706	-89681.0369518032
528206	48176	97608.5006248245
976584	45856	15466.9927039496
136480	49009	69134.8396097938
866603	51714	-69042.3465189721
584602	34439	-33243.1860888578
977793	643	-44443.6506109515
732143	79566	15477.2676133911
775629	42393	14655.8248040526
201437	14235	43628.7663614512
167495	53611	63593.6037467763
410202	17857	-13533.172995566
513095	71680	-48849.0231096973
877914	1748	-95651.3331251458
77440	14081	98221.7931180362
509904	46188	56859.5680207291
999085	36250	81946.5296258901
223885	39223	-78133.3747218053
109480	35024	29900.6708571225
474221	19560	-24079.5337241513
414780	91269	-61138.4350625511
859189	83865	-11324.8566683963
27705	87286	-34960.9933490683
722446	25439	-86637.9858863717
78030	52759	67131.0919183917
256052	7454	-40792.8942427006
586288	52627	82278.7413291069
788978	27029	-92988.2201333475
808411	1875	-66500.3575228622
708628	59877	-56001.3890061534
782827	37696	97718.4017178222
876152	75463	66554.0046834173
827434	9946	-56660.9744712063
547744	5132	39213.5300390485
459113	28247	43673.7056559295
842921	26406	-28090.8734202808
273691	78926	-66950.6629775049
353484	80845	-2636.08121435906
468219	88826	14562.3293307434
159250	59571	-94925.575514755
275891	30340	-68856.9134887573
105199	61555	-93473.2492982751
78219	33948	27344.245522909
2885	61219	-12708.1914398392
79343	32822	56710.5372234762
215341	10017	85142.5871183828
316705	70869	59554.9273116304
807952	39143	-10547.8728704843
54746	48553	-69811.1227572947
501786	78131	67474.079489463
259975	40838	-66506.1238065856
191335	67679	-67376.819424041
540370	43463	-32598.713847156
685731	32790	88793.3015771179
722818	22778	-15031.9309509508
728782	25015	69877.3962305288
703258	73331	-40819.2763760776
647102	41493	-82941.7316163619
227613	48521	76822.8122856574
708449	21568	2052.07928179394
881693	53468	58786.5407386732
799349	1233	52083.2637101799
269005	76311	53337.6757769555
620443	1918	95195.5297008136
588715	94154	-59843.1818931565
853809	16586	-67167.0010160501
22420	17152	-68952.893823829
301573	53987	-68987.7279889713
541481	48845	65125.6060065355
82181	53116	60786.1639749194
279019	43492	-39310.9559730212
826747	59297	-62348.226347169
150036	38081	5573.03424252804
664423	34296	-22777.9943136396
82702	15254	15581.745894431
319945	74345	-57679.4083964449
884512	2156	-23440.6498835611
719942	86555	44899.3761767165
355047	4351	55588.0280936081
638875	1883	-73986.5212580126
934786	77891	84858.3753150228
962759	55489	68615.2836161737
672529	27488	65382.0377613334
12523	80428	-67669.0801827559
636302	24568	73232.1494134293
769120	93091	43135.0764553692
577157	17022	10893.4918934915
614030	41361	17987.2324308321
421150	42324	-70827.4171551817
578953	19089	-55217.3109516582
410334	61444	33117.904855459
397811	28054	-45402.7284613823
461829	30280	48279.0365574318
734831	287	-40713.6528476671
384707	63467	34003.0065430342
221155	67586	-34392.3514403367
858338	5824	-27745.3681117601
62264	21060	-92731.3517745265
575604	78101	97828.1670239885
334374	12128	56476.4333686216
697207	33779	-41952.1396709383
603004	76973	-61477.6272147324
496073	42249	25672.1051063724
593185	39536	-80216.4480929339
974283	52391	14829.4536931577
258046	15937	-34862.2482898004
919921	79675	-4919.29357169163
817828	74660	77164.3611496149
862643	4350	-10111.2505002465
629251	46715	-18225.4956654392
283858	73374	15663.5107079817
959014	68756	10761.8904257016
6192	6373	-46044.8930720076
477412	63112	69029.4393194045
699669	51582	-44281.5975026608
262367	52444	-56120.3212272936
462205	34744	-81713.8172600948
663450	34027	-31673.6856157303
306991	27280	-25405.6232634027
404428	81275	-49169.4950261943
743167	50313	-16739.1594111636
219497	31695	-64031.0173686738
520608	11973	60940.3023314384
20339	40146	-10472.7445684712
55914	86832	-5017.03177812371
630263	27264	-8909.90780150048
607236	87623	-47986.1178193177
230057	63767	926.726544707417
317456	83956	42605.570490754
236697	54452	-68354.0049792985
180846	99579	-91732.0864236597
15623	95084	71651.6570056098
428861	68416	91166.5755282932
98750	15770	-85456.5249688255
414714	52745	-86855.8158105499
643802	62934	94383.3248663616
866722	68392	52248.3756543362
917522	79122	-71985.6856260382
994085	53139	39953.6962341302
911670	31092	37787.0841593422
466828	65077	-27353.4395393699
646476	24363	30013.6702740629
406308	80597	41656.5816577787
616663	67135	27591.4481503849
499628	95062	71705.9383968385
187359	73471	45038.43083281
438928	21366	-97429.0813307413
741112	92256	95062.4164170876
396998	50029	60917.4471166532
901269	60467	-55777.5420862145
158489	57976	15628.6635043233
266910	21611	-8431.80609328291
709483	56859	20471.5816865077
415669	84229	13449.7277035609
263645	21034	-4938.20854692635
123285	85912	-42258.9982590913
281557	78960	39554.8582726879
974580	5215	-54320.1151091233
676082	88738	82788.9947140538
387932	77343	15236.8204273455
845482	70112	-96249.9363330425
487182	96195	36848.1836918966
59813	34394	75310.5310608216
400700	82879	-90575.374844752
122835	81518	-12770.1911669086
445623	66877	-76018.1847848083
500018	97508	69082.4612831149
515897	20213	-57038.2364825524
523351	80897	-91117.0870024325
349760	71630	81244.8412092612
543913	36770	3748.3811861595
26175	89276	46493.8428003778
