21291177	Vvpganre	6	9	1968	2173177
38361196	Mrkrf	21	9	1999	5873464
15315360	Xmbqtkp	18	3	1978	6411695
15981864	Kwgmaecf	11	1	1969	3716381
34471330	Ppcvgm	10	5	1961	6346878
30131932	Lpppbp	15	12	1997	3592257
27588974	Gkbrhmvg	2	10	1968	372794
14693799	Prckvp	26	7	1997	4967556
31844692	Tqvssbcw	26	11	1978	6560742
13397117	Oikljonl	6	11	1998	4763611
28821855	Xjnobo	14	3	1977	3430900
15429482	Egrofkjg	23	8	1967	4419015
15176304	Bokzv	7	7	1967	5237271
29902143	Jpnbpxbi	6	8	1970	7454027
33388695	Qdgcte	2	6	1960	3036958
42489175	Unxrts	4	3	1974	8264787
38853517	Frdcx	13	12	1993	7441509
22629655	Igcuj	9	6	1984	2159480
15464206	Unkown	18	6	1972	6563419
20882077	Bcbynoid	2	1	1968	8092658
24928169	Rtxwgqbk	6	8	1989	3715560
30917259	Mhbru	5	3	1989	3023361
22387736	Yxztk	9	8	1965	1706310
30302992	Wlkranx	14	4	1965	9674853
39324822	Yanagmgl	17	12	1968	7126163
13453159	Qhcglxis	18	4	1965	1634370
33183937	Ucvbbazj	23	8	1997	6726547
21645276	Lnfzyxdf	5	11	1982	9582400
32668728	Bhwcvm	18	6	1964	1391905
32909768	Akmmjto	25	9	1964	312537
16600856	Frqxxnck	26	12	1981	7320723
38085697	Vunkcixg	22	9	1989	5492471
37478148	Kjhgswbv	1	8	1968	6179685
29570732	Qkztoxs	3	3	1990	9482096
39609795	Ixxfjss	18	7	1988	2674452
11784976	Yauxfmtg	14	5	1991	9696654
11367962	Wrdohwo	15	11	1964	3918152
38575202	Xaetsspd	20	4	1972	5162236
27231686	Cbodf	11	11	1962	9462551
25189606	Cekgdsnj	17	11	1970	3020176
31280812	Bktzkv	2	10	1991	4832728
26594966	Iemaubtq	21	7	1967	8787052
29699358	Pdxevtzc	28	12	1964	790472
29460854	Pdkyu	23	9	1975	9175046
29196881	Dnzis	7	11	1977	8047453
12914643	Xorsjven	26	9	1981	1763012
29862549	Pgctw	12	3	1975	547020
32318534	Fuhsgrtn	4	3	1994	2601355
13853658	Kekqkrjk	21	7	1960	7759483
32794426	Ysonamk	2	11	1994	6627230
12697940	Uliizaj	27	4	1994	7405266
32245919	Zobsrmau	26	6	1989	3106207
18565668	Pwgoz	11	11	1990	9977271
23990980	Fuhaj	25	10	1997	549546
32505546	Vedeaztz	18	1	1991	4166019
22155438	Cgugc	4	7	1988	4992266
33546587	Sunoxke	27	3	1996	692084
25225581	Uxzatf	8	5	2000	9070026
23699101	Qqynh	9	9	1979	4763556
21970244	Fltpp	14	2	1969	9332257
39058754	Zfdoyhkj	21	11	1966	9371554
40143905	Ulxpj	27	4	1960	6967929
36716275	Oqrxv	20	6	1992	273222
34406374	Ttjkbd	17	4	1962	4972103
40185889	Uagqow	20	11	1981	3836888
43622580	Ytmyese	24	2	1979	804601
16660528	Gxeljscd	24	4	1995	5610086
12838059	Xiugztku	9	8	1987	1308989
23389703	Irxyc	12	7	2000	5194534
27470213	Dxuulpj	4	10	1970	5137790
21657584	Gkvfp	15	10	1970	3311422
