19896569	Gyfunp	1	8	1967	2358971
30948330	Zdjmk	11	8	1965	3629081
21917127	Akxsvg	18	6	1976	5671384
41758214	Qracyuc	4	7	1968	4578530
34433068	Igimzdx	5	11	1990	3642901
32251955	Xjouf	12	4	1980	6489985
38269635	Jrigfn	8	12	1968	3584029
13978036	Azklam	23	12	1987	4469134
12417099	Posablv	3	6	2000	1708510
21614038	Uyklklo	4	5	1970	8336441
37438662	Zawws	25	8	1991	5213773
32649061	Vxtnao	10	10	1964	6315088
23826034	Ongaml	11	4	1996	2144268
14368590	Ffogirbd	9	7	1966	5220526
34133576	Buybr	10	11	1979	4448368
22992944	Mdhdiybu	15	9	1993	91703
14120987	Moggvj	21	4	1978	3469157
30323555	Jntjjuft	13	7	1992	9693669
42917239	Qseji	23	11	1983	2847866
36545801	Ppztn	20	12	1984	9700381
14953580	Oeiau	10	1	1996	7853189
20853075	Hhzeb	1	10	1982	2751579
19047244	Adefayvw	12	12	1981	5333146
34495546	Zhzno	12	12	1972	9374563
23619250	Sjqxulvi	1	5	1967	8424836
30596596	Iayxh	21	10	1972	1623472
11762399	Satvamfu	15	4	1983	1988845
42484120	Prfrpwm	12	3	1978	4026008
12545788	Kqymfqe	28	6	1964	4944473
44391395	Xbbbnvzh	22	1	1982	6157287
29382733	Dkvhkz	3	7	1966	5694588
37664876	Itqdotr	21	11	1977	3312468
16436153	Xbcwpkw	19	6	1999	5709551
31325993	Vavkx	15	4	1968	2471467
19194373	Qnuyvgv	3	8	1975	8341593
42207673	Zodyrcv	2	7	1990	6493719
33219982	Xnvxsi	23	6	1970	854960
31662603	Xfcmylgc	24	9	1974	3477787
21196009	Nlpcu	5	4	1998	7938150
21506949	Gqndnlm	16	1	1995	9028887
35116855	Ohkpbte	14	8	1968	1940213
23839531	Wimqx	12	10	1970	2134978
38610327	Tihwvgrg	20	1	1982	5068134
36087770	Sbdtdlit	18	4	1966	712987
24379988	Yyijlr	18	10	1979	3192629
33532893	Iyrwqus	27	1	1975	6594807
27332073	Blfrzs	21	11	1991	7446659
36781241	Sbcbc	17	10	1963	7968917
40914680	Jurjj	13	11	1965	2762925
38911822	Hfkbm	18	12	1979	7880403
18211288	Xltqw	27	10	1995	3977240
20410616	Ndxii	11	5	1996	6179343
27595634	Wawracfe	10	2	1965	1610702
31935974	Gsoxill	1	7	1965	2646579
17040815	Eobxpk	9	7	1990	7488238
18327612	Yrgykyz	8	1	1990	6564518
39135110	Zblxmt	12	11	1999	9224867
31502055	Gotir	26	12	1975	9702736
33508471	Tbdeh	26	1	1982	8895327
18332196	Yiwrga	23	2	1990	7360633
32048804	Rkgyk	24	9	1980	9931610
31127563	Hviod	27	11	1975	7225852
12765884	Gklaq	28	7	1996	9468564
12116586	Oyubzr	21	3	1990	9581904
35195861	Avylsew	11	11	1986	9656658
17221931	Vjesyd	19	4	1987	4887945
24065872	Tzern	9	4	1980	3687903
38415269	Fnvscrr	21	12	1985	2093326
27147684	Inuvbtz	9	7	1988	6254574
17173189	Rkirrmr	4	6	1967	1091991
24375454	Ozukewm	24	2	2001	5253755
25825934	Lvxevfn	12	12	1971	3944586
20781097	Xvebirl	15	2	2001	5515511
15124855	Nrvokugg	25	10	1970	2859929
22761925	Xdqtjdgd	19	9	1962	6584591
39206543	Zlwjbilw	17	5	1995	5949697
12712479	Rzyuzupj	15	3	1967	9954785
19981141	Qdnty	7	4	1977	9682695
40867794	Flaog	25	10	1963	5952088
19059534	Rhrbkox	17	3	1962	480367
38518104	Vxcqui	14	1	1962	5543361
42703967	Iuhjkxr	12	4	1977	2162359
13610845	Xtmjsezq	5	2	1974	7680314
15900602	Htrrts	21	11	1992	6363679
18880416	Ujlna	19	1	1991	9775258
29905426	Zikyskr	27	8	1970	6467075
24494579	Qsmjezz	24	2	1999	77552
31560065	Fcrtkhs	23	12	1974	3386276
36700293	Zcsqnn	28	10	1995	3035519
17645044	Rzpdnkk	10	7	1990	5977856
19890614	Wjsvrjdp	6	7	1997	1580256
27817771	Kqkvumb	24	4	1965	6638749
26507554	Zkmsnltr	5	4	2000	1643791
42039333	Bjmsz	1	12	1997	7061669
15650689	Xuvaboef	12	3	1966	7140074
38223564	Jtsjjlr	24	6	1999	4683281
39034333	Llzbsiv	20	8	1999	6848803
