22677578	Nlvhsfb	20	6	1971	3308095
22105064	Lxtyae	1	2	1968	7806745
17477539	Qydcpq	24	10	1970	5293878
11521711	Drris	1	6	1975	9675936
39354352	Qysdoikn	19	8	1988	4060119
20962667	Xvqmoey	26	8	1999	3721742
27508067	Rfjvqm	9	4	1965	8735422
28087609	Hwajmi	7	5	1977	1195002
16755274	Ukrryhut	3	8	1960	3120265
20513024	Vyaqm	28	2	1969	1486652
22012193	Yepdcgh	1	8	1998	2577398
38073484	Pvcteu	24	9	1963	6317034
21292909	Iuqfqr	7	5	1992	4074409
15929189	Ezkshsx	22	2	1977	3035957
32119194	Wajmfl	15	4	1993	7440796
26358680	Qygamvyr	26	2	1969	3795721
15216713	Lsnezm	1	4	1970	6363904
40267059	Wypxvfy	3	6	1991	6638280
36531246	Qjyzhuz	10	10	1962	8197531
36499979	Qzpnrqdp	8	12	1963	82786
20256726	Aazqbt	16	5	1964	842642
22249304	Zwntwudf	13	12	1981	9423538
13591268	Bahkwza	23	7	1973	8212927
25565297	Uckwnesu	8	2	1981	915216
20557918	Womna	16	1	1966	5002540
14307044	Sjzbi	5	12	1978	233108
15754055	Ddztj	8	5	1999	7688835
21565463	Pyfcv	23	11	1992	8511492
30446080	Hhvst	26	12	1984	6411223
19813484	Tningetu	16	4	1976	6446317
19832291	Agjdogho	22	12	1988	9434088
32814952	Naerij	1	9	1991	2755578
28765746	Rcazt	19	7	1988	9208985
33906752	Obalju	11	11	1973	5343149
18939469	Idsixad	14	2	1985	8856231
18991342	Fufakyp	22	6	1991	6076945
21477203	Xxjkfeu	22	6	1994	344235
21968472	Ruemveu	7	10	2001	1590704
38605391	Yqodkca	28	5	1968	1227614
33366711	Kllcyes	21	4	1993	5735106
42898723	Xorvyf	17	4	1984	1425265
17496148	Ixirip	2	10	1977	4509381
21677732	Uazdfhv	28	3	1980	6867251
26941741	Hhxbddi	8	10	1982	2633896
24285082	Bfndmzfx	3	11	1969	4751515
13233319	Hfdygv	11	10	1972	1608308
35780668	Hanyns	21	2	1973	6324869
27246396	Asgklkrp	2	11	1960	627228
32552339	Porex	10	5	1968	6732479
18388370	Jkntx	28	8	1990	1011963
42293627	Nzjxmdf	13	12	1979	3066280
41084513	Rndsd	18	10	1961	329566
11590100	Hdwewjio	19	7	2001	6764857
38940902	Zgzffyvm	24	8	1976	8309015
42323686	Pdmozb	26	5	1972	508533
30141043	Qtgee	24	4	1991	2846698
23693730	Vuclnhgu	2	5	1992	797854
28627460	Asubnz	27	8	1984	8173298
13734865	Gkonehc	10	9	1991	8853420
31472650	Kahng	10	9	1989	1610419
36519698	Dsukwef	8	5	1970	6425128
39960502	Ffmzfjr	23	2	1986	4721295
42280984	Rimko	15	8	1978	9958749
27592044	Nlnnqge	12	2	1962	9956887
11582477	Wnvchjb	9	6	1969	365954
40758061	Usdftnsy	9	9	1995	1665868
17888887	Ybupdi	17	9	1961	6888487
29571566	Dlffgmq	23	4	1979	2582009
42271656	Hhyjtz	26	2	1978	5872261
18677625	Sxofhrl	19	8	1997	2896547
35262541	Djokrzv	24	4	1988	415692
32999411	Isqbfw	28	6	1985	5696213
13185222	Pvugrozf	8	4	1985	3762159
34879653	Ukwigno	27	5	1990	392487
30239397	Ssqxum	22	8	1967	116778
30338860	Pblba	4	4	1973	4095093
19812783	Pgiobbl	2	3	1964	8663134
29794336	Miuxydk	12	4	1991	1377146
27065602	Cjqughed	1	8	1979	9385335
35133474	Pyjmgmz	13	9	1972	3654509
24297826	Heinfbye	2	6	1978	8707595
30160541	Kpsiyf	15	8	1979	9379852
19719091	Xdksikwa	10	12	1988	1378694
20009929	Wkrmxqrc	18	11	2001	9633938
24643358	Eeskghbv	22	5	1964	339948
11911857	Ojyob	3	6	1964	9814517
43080295	Agxmosj	1	8	1970	1437288
18946812	Hzvyqijw	17	2	1961	2661232
41589011	Kitrftjp	2	3	1973	2001939
32793370	Tjixd	18	9	1964	2707839
27569513	Lpdbdwg	19	4	1979	6812595
42197347	Pmygyqql	19	8	1995	2346681
37372753	Dhtub	7	3	1982	1892747
18251822	Oicojhjl	21	12	1988	6909174
24726862	Ewaayhv	11	9	1964	3734007
29518946	Rskkhss	1	4	1983	9047681
21483640	Ivbdlpi	18	6	1976	1853834
28914619	Ftoozeup	21	9	1973	5710058
24078360	Zdhhcrq	23	1	1972	5858318
32551625	Ubfif	25	1	1993	9601997
27229979	Ttnsubt	17	1	1986	6335057
26906687	Dbvpd	21	4	2001	3366049
24126584	Pnkdsie	21	8	1982	7334351
23536370	Eayoaodp	17	1	1969	1321637
12012541	Lfgtgjy	5	4	1987	6084227
40375766	Txvpis	19	9	1965	8048669
34190719	Zgazlezr	26	6	1981	4291694
36955827	Mgsth	27	2	1995	6836610
34199743	Uxljto	12	7	1992	4727253
14610662	Xvmpf	24	12	1975	3843961
38361879	Wkzjntw	26	7	1973	1878740
43770284	Hieycxz	1	12	1974	5151576
42231856	Vyasik	19	1	1991	9573538
36620325	Euyoopav	5	1	1997	6779395
12803846	Hvvtbl	13	9	1977	9299855
41781368	Wuigvjkt	6	2	1962	4775521
23592885	Scqhai	19	1	1997	8343590
18565295	Zhtekzqr	18	3	1981	9251265
19007174	Ohbkti	11	5	2000	3403925
13812888	Dpfyxmav	14	2	1960	360315
34330277	Brcgpsbm	2	5	2001	4895866
13818015	Wnikchc	1	6	1988	3290447
11700989	Xcfhas	20	6	1989	2555967
34871519	Tbkowy	12	5	1966	1949861
42277212	Tykzvfk	27	7	1994	6278120
24667182	Vzukj	26	4	1986	6543344
35224105	Fmqtxpt	7	2	1978	6740576
13889304	Hrnwueo	13	1	1989	7891486
43639227	Qthrd	27	3	1968	3030900
22205748	Oazbkgk	11	11	1980	7019057
34570669	Kvmeur	22	11	1992	2843277
31241446	Zmiswckj	27	3	1992	1947383
27833899	Bikcdhb	25	3	1972	4716683
12908662	Losxtjb	13	10	1963	6762562
11738835	Kjmgbh	19	9	1998	4615694
26094389	Rhycg	1	3	1994	6479941
36489474	Uhavl	17	12	1969	7253791
13557312	Tskzf	5	5	1989	7172096
14373623	Gpbdi	15	1	1978	2087566
36490086	Ofyamfd	27	3	1990	6056390
24714717	Hshub	12	12	1961	6899500
44311055	Cthgle	9	11	2000	4586691
15524748	Eeseo	22	11	1982	6063491
17157455	Tqghjuvm	25	3	1996	5864245
34640023	Ynbltlvc	15	3	1985	3608529
19669725	Jvmmgz	11	8	1968	8863957
41820451	Cygye	17	1	1969	6865768
19637920	Uwtyv	4	1	1988	94998
28821907	Lbtji	20	7	1970	3135439
17245696	Nhwvobz	11	1	1989	254602
12058182	Jnbpnef	26	7	1990	7426179
17639518	Fhhslypp	6	6	1961	9670388
29456733	Yqnsfaj	22	10	1986	9552615
36195103	Dpdodqjg	20	1	1973	2710321
13829007	Kkbapyfn	8	1	1960	5495569
16708407	Vmqtr	23	8	2001	880916
41816141	Xfszpe	13	2	1985	5873409
23010031	Tiuxlic	16	8	1980	5220653
18840667	Fpphuv	10	2	1964	2959906
36387139	Nrwolog	19	9	1961	4025254
40388922	Xqaji	24	9	1979	7517458
16337470	Pvvuapnb	2	5	1997	6508168
18708078	Ayhom	11	3	1990	3624739
30620501	Etulcb	23	7	1970	6753298
30950244	Sqdnjv	16	4	2001	7798864
23376611	Ekxhtldm	7	8	1990	8573820
34534197	Phcdziof	23	12	1974	8617346
38541408	Whenkqor	5	7	1992	8225863
28664207	Cwxgvt	25	3	1969	8728715
37753594	Aspzxxp	8	8	2000	4395027
17217988	Mbhdo	11	2	1993	4424533
35106500	Ycabz	17	1	1972	7366072
22873476	Aceqwfgl	15	6	1990	8008277
36330210	Scrnqge	28	8	2001	8275908
40088108	Obxdlc	2	3	1967	9473951
42113007	Mozfnghh	10	5	1980	3884639
37260617	Cwvlf	23	12	1988	9773005
24336200	Phrsml	5	9	1960	7038140
33834304	Ecsopfxo	15	5	1974	9936727
17483528	Ktdngop	17	4	2000	6012561
30066714	Viquklra	10	6	1970	3992206
26593031	Ccxyrncs	12	8	1981	4402107
14751610	Pwtya	11	12	1970	8731165
30643771	Ynjjgxc	23	6	1992	5199984
22121158	Abtgxbgy	10	1	1995	4947651
35984605	Icdpfi	28	2	2001	7377896
22261591	Ekqqvrn	20	1	2000	6238060
34708393	Iiaflnwn	17	9	1989	3571704
17095841	Ibubaxti	25	4	1989	2311334
17320048	Zhkml	8	5	1960	9692000
41594200	Olqdr	27	4	1987	3583477
28781511	Qxquon	13	9	1981	2227359
21836875	Xhifyx	26	12	1963	8566951
28047772	Udefjl	16	10	1978	3964490
11774888	Mqswohki	26	7	1967	8473448
22039318	Stlook	12	11	1974	4342436
21769146	Gbqmmb	8	11	1975	3074555
17694386	Bvlewx	27	5	1997	6658513
15076560	Vxvqba	8	4	1983	3287692
42766234	Ikbcomi	1	7	1976	1419490
35692046	Yzlmz	10	8	1999	8252999
14311612	Pruja	26	6	1963	8682940
14785174	Nvvtki	3	4	1960	7472341
14550193	Rbvuozhk	24	4	1980	8800559
41557343	Szqxbwvs	15	8	1988	2192307
42794476	Iocvdzyi	6	2	1998	1093951
30302997	Sdiywsj	3	8	1965	6897382
18907986	Vnfcj	1	12	1983	2999090
18995995	Rxurunzy	9	2	1961	3792377
20062661	Sgztxy	5	11	1967	7888848
36997084	Zocpe	11	11	1988	1930846
42132236	Xiddtys	3	2	1999	3815542
44098249	Tvkhnwtz	26	10	1980	4215025
39947056	Rrmpnljh	12	10	1994	4051532
42882253	Mqbqoiq	10	12	1986	1713544
22221432	Euorswgs	12	9	1975	8444337
29544272	Kkqlcxh	9	4	1991	8379257
39538507	Oqswk	6	4	1978	5201102
40377544	Cnsth	27	9	1993	160911
41221904	Yieblxpn	23	10	1996	3284532
17783198	Cvyqhze	15	7	1975	5797325
18130851	Nibbv	19	2	1988	3748549
33987577	Jjvacgff	14	9	1985	1291642
35595699	Eyuluvm	7	5	1985	1870507
35802376	Urcki	4	8	1996	9307257
15698974	Ehdjsw	12	3	1973	8851329
14983135	Sgpwwo	28	3	1994	3394499
27222436	Fkhhzdh	23	10	1986	9954067
28651569	Rnnfz	12	11	1998	9724997
35750802	Dgshyxi	3	10	1999	8600835
21203655	Pfepi	26	9	1970	525477
17725114	Tmavx	17	4	1982	6738733
15288337	Nkzwwhx	21	9	1970	1993947
42284215	Bghpbaxs	2	12	1970	4649998
40890776	Mfqiq	13	8	1979	7724451
31424372	Mljil	15	11	1982	9475023
12525356	Rsmrgv	20	6	1990	3880711
44053578	Uncyomm	10	6	1989	1168750
11870956	Pjplkyy	13	6	1998	9533873
38641357	Ztuiw	3	1	1987	6397562
37017420	Jhbmsfp	17	6	1963	7060234
26307026	Bjmbi	7	8	1966	1053284
31051257	Godvazy	25	8	1970	8515182
14437051	Wtgjjj	25	7	1972	7127184
21478012	Naikefm	20	10	1992	1740789
14041380	Tmdvwve	7	8	1984	5923364
43471330	Gtstkvvh	12	12	1985	4834351
25553576	Bkbsoe	17	10	1996	7477231
34446965	Ldhalslx	13	9	2001	620155
23297281	Ildnni	12	10	1993	8389347
29006744	Wuryw	27	1	1999	9334895
33655410	Aoxbnq	18	6	1960	3395734
18585848	Xrjfj	2	2	1975	4408972
27402694	Oqgmwaa	12	5	1984	4384866
36473304	Zhxdekn	15	10	1997	5244665
19781057	Nrxuipx	28	3	1977	2695739
15406310	Tzxvis	26	5	1984	825189
15709391	Zayax	22	9	1969	3518200
20822447	Ipgwwzl	25	8	1960	4110384
11855236	Ozovidd	17	10	1994	1253471
29598434	Yhqoxkcq	12	3	1962	8409888
12951701	Kfnzu	1	5	1977	9117428
17853835	Xfdttudh	26	1	1965	2280065
14055927	Dxxfu	14	12	1971	7480121
43884175	Kwioon	11	6	1986	89142
17401213	Yrkxndia	28	6	1995	7774136
13845297	Mdsxp	14	2	1975	4801150
42447416	Ujotulcv	27	1	1982	3650355
29959741	Lkykv	1	7	1979	684175
20728739	Gsksune	14	2	1992	7429022
37267436	Hztyd	13	9	1992	1493928
26900148	Lfyqy	7	4	1973	2567622
27105968	Bscenjx	13	8	1977	6341993
32910273	Fgpjqpmp	7	12	1988	5800829
30326546	Oxnlnve	7	1	1996	9492306
42123294	Isvbkost	19	8	1998	6915383
32844997	Zmulpy	23	5	1983	1598940
43962926	Cbqgtksh	18	11	1978	8936470
19482892	Auwgotwv	20	9	1970	4370618
23079265	Zneqbis	19	2	1978	8899924
28632741	Zjobwe	16	2	1960	4857083
20789767	Pfajxz	9	1	1989	7517183
13945340	Svyherlj	2	9	1980	4494805
15300379	Sguxnb	25	1	1993	843681
34763428	Hlpmh	18	4	1995	2748683
12694509	Gxjbxn	15	9	1983	2363876
17559664	Qgugb	25	9	1961	8558876
30746353	Wzuolw	5	4	1977	3220176
11824048	Ndzynhjd	2	1	1994	5438976
18673174	Ngzoaj	20	1	1999	543967
15613083	Zwkyu	9	1	1990	7938011
14984143	Besnluje	7	5	1999	4980087
41356990	Hhqvzeyv	16	3	1980	7405309
14791457	Hnmsgfb	11	4	1996	2407502
18814756	Pxqdjmrx	1	5	1997	8290290
42083013	Cpmas	20	2	1987	7197140
39487041	Fsfma	22	8	1990	6102161
13272518	Xcdgljnd	17	11	1973	865344
43574334	Twnnmfeu	26	2	1993	4672877
25706525	Ahciber	12	11	1979	2582022
35799717	Dgjxqgs	6	11	1962	1961755
15467999	Wefalzx	15	7	1971	7860357
11458198	Ackachtb	17	7	1983	2128332
16644415	Gutgxee	13	7	1968	8515225
11420603	Hqbzoxpl	18	10	1996	9802959
41596900	Kdqquhte	20	10	1961	8860762
38504033	Vpeebz	26	5	1982	5272032
44177733	Iuczwhz	23	5	1972	8554081
30075763	Boqyhyr	3	9	1964	324302
31983386	Sxmjqdqm	20	12	1963	7248083
41425583	Talbsqci	13	4	1980	2343222
30194844	Ivrcj	5	5	1962	3221821
11464365	Rxoapof	11	3	1992	522002
20724526	Bapome	26	5	1983	3329705
19571898	Wzjtkv	20	6	1975	22044
34270537	Ovthwj	16	3	1983	6231539
37056943	Jupdche	17	4	1966	3330948
29468720	Vuyjwrh	9	1	1970	6459824
26082587	Qeubiqf	1	3	1985	2592369
30092919	Ivcge	15	3	1978	2319793
30709671	Psymamoy	20	6	1991	9976659
37663591	Grivkeru	15	8	1979	2103072
38041538	Bgehp	6	3	1985	7130625
35887864	Zbiwvivi	1	4	1994	8574044
31267087	Vybeia	24	9	1979	7935827
25222470	Hkpagz	17	11	1986	1075862
22922530	Xhqxuti	12	7	1979	1767962
19944012	Ektdcp	15	6	1982	8858651
25119703	Scwht	7	4	1983	1675373
28172331	Bywtma	21	12	1969	3432902
38949266	Vwsnnvl	4	5	1969	1984602
37119701	Qdvgws	1	11	1974	3788109
18704341	Fblvxeje	9	4	1977	555573
33709010	Utjrdsc	3	12	1997	8874829
35691331	Jvxgmmi	19	10	2001	3110115
27413428	Apjfsuoc	27	4	1982	6826083
19124332	Ntboy	5	10	1989	3445932
23984869	Apjdztbe	3	11	1980	7419910
37201517	Eehso	11	7	1969	9705934
17836863	Xljifdg	28	3	1991	1923037
18182963	Ynmndpqa	8	5	1994	9955968
29033569	Aalspdgh	9	9	1995	8883523
36563633	Gpkxyjta	26	1	1963	3606405
30173998	Wboirc	14	12	1991	333847
30381295	Brfurgw	12	3	1989	9675734
41248431	Ahtck	18	4	1984	3937991
39658776	Gnfqt	24	10	1976	3429782
41083368	Rvdjv	15	3	1985	7254041
13833656	Qmvtvj	12	4	1980	2878819
38775264	Yeafqlw	17	7	1965	5182683
18976193	Xautkude	14	3	1990	8210699
11594292	Zzakjf	25	7	1969	8011306
21691646	Nwmcd	28	8	1994	8653741
22459171	Pbnsudy	9	5	1986	4390332
24656860	Psdabmu	28	6	1997	5899012
20423481	Rbtffd	4	5	1978	3546102
40279351	Njhmy	26	10	1978	9012499
29084237	Lotkopee	26	6	1964	7122385
39652644	Olihf	4	5	1970	5034588
43275059	Cnmzvvu	25	8	1998	6522882
25675143	Suheycz	19	6	1999	7945530
26391550	Lrlbo	3	10	1973	441317
14419164	Rcpiv	7	8	1980	9975393
31041356	Svfhkz	12	1	1984	6862166
28831719	Kcloipq	12	7	1988	5911624
43551796	Wrvfhhl	24	6	1970	5896251
40402584	Hvxznzr	19	12	1969	3879835
32807249	Hjeetgfl	25	4	1984	8467904
20586480	Kofvw	20	1	1998	8149334
28109308	Opifp	13	6	1983	16324
23844453	Chnirvu	15	4	1965	2388585
31352762	Psknz	7	1	1982	6810126
31141246	Pxfhvdh	8	1	2000	9256128
40995926	Iafdhfl	26	12	1990	969561
40439276	Bpujozsx	20	9	1986	4771544
34170126	Eypqevba	27	12	1996	2610204
27290044	Erfdkuf	19	7	1986	4063226
43173211	Evhprp	1	7	2000	3876160
14128450	Xaxru	15	4	1980	5335537
18756191	Ambxyel	28	3	1969	6270281
32294019	Ejfrmps	8	2	1968	3571026
37114582	Isccm	19	3	1993	7306245
15024364	Pbknkws	13	5	1990	211994
24891334	Iayntlh	20	2	1987	1779920
35988122	Wtzlj	26	4	1984	9910169
24785520	Fwgnx	12	8	2001	2945307
37335756	Msrbhv	26	7	1977	2218244
36604216	Ozmyjcds	18	8	1991	3161311
40451586	Fusbflcq	8	3	1991	3149355
