35344293	Goycahr	15	7	1997	382054
38100247	Rsoht	11	6	1970	4894768
42857123	Prjmqn	21	4	1990	3349530
28037242	Lirlmfrj	26	8	1994	5694473
42499436	Nnmgadp	9	11	1974	9408469
17775275	Wesci	17	4	1990	9585255
13267490	Xavpsqvu	16	2	1994	2153571
38657086	Mjvmmj	15	4	1973	6445022
17436357	Emzrtsl	17	4	2001	2935907
11952731	Pmdrs	6	12	1997	6103851
11674534	Fgmsks	20	3	1976	5342495
13973188	Jwkcugfi	3	10	1997	2368156
39452425	Jplfhym	23	3	1981	2287207
35310903	Ehcqbdd	10	10	1973	786146
17396164	Qrcqjg	25	1	1962	901387
35422359	Eewar	25	11	1962	636523
33357504	Bevcsawh	11	1	1987	5430495
37652675	Sezweme	11	6	1994	9902503
20406805	Imfdp	21	8	1964	4780198
28871707	Ezfuj	4	8	1985	784134
21575658	Cxexewp	20	12	1964	4193402
34523484	Texbveoc	18	10	1989	1628175
20914755	Jifjf	1	1	1992	2899402
42921393	Rtntobt	9	6	2001	1674093
18833198	Oxtzbcmt	25	6	1984	3790287
36497417	Srsbx	27	5	1971	4503638
13349438	Itywv	11	11	1964	6852343
30642045	Hbsemy	19	3	1999	3901982
37235552	Iptyhhe	15	6	1988	6584805
42875112	Jwbcshb	4	11	1977	6481852
21574821	Slpfdy	9	5	1977	2653275
13567312	Lvnbwpk	22	11	1998	569449
31858098	Dcsfq	6	2	1986	5705756
38003057	Sfnsqydp	28	8	1965	4679420
29318219	Bugow	16	5	2001	866858
42116601	Vfubzva	1	10	1966	6343506
13696570	Rxulq	14	1	1987	1616879
15785981	Owcsgh	26	2	1985	8920067
12289529	Toawcm	20	11	1977	7204570
30380975	Kuyiqwel	2	3	1987	1036303
35003408	Ingmmucd	13	11	1986	6145908
43153350	Egerhr	21	6	1974	5849065
28582600	Tpscwxd	23	9	1967	6543512
41847219	Giwibsax	1	12	1994	590600
43903463	Vpher	28	9	1963	5077903
25505058	Itmem	8	8	1970	4374723
27305828	Jdhxnwsp	25	1	1997	862808
14648559	Fzzyns	23	5	2001	299884
43148944	Nntfvoi	19	9	1966	8971742
36822978	Ljxohdqj	27	1	1971	5941472
20585490	Xpmegyzd	6	11	1987	2381530
22735672	Tngcfn	18	5	1997	8676392
34163374	Xdullq	15	8	1983	706903
19217576	Zvltfbx	2	10	1997	9160137
25514722	Ujuhk	20	8	1980	3622866
31635062	Vskass	6	5	1971	2938187
26444183	Jxdvz	18	2	1977	2382687
23096049	Qgtidj	19	6	1971	2276564
31650690	Lqwibs	15	2	1981	7225941
44228907	Sgwqvg	6	8	2000	776042
15575809	Tjaaqued	13	6	1988	1905490
14392684	Hssfd	16	4	1961	9464629
40510381	Nraaa	13	5	1981	1200315
24427928	Rnosnvh	27	8	1988	5242891
29104358	Exuypmx	13	2	1980	5948178
15955565	Ekahr	28	11	1976	80750
17459707	Qaltah	24	7	1964	8643962
28419811	Dlyqmgo	1	12	1983	3805028
34947517	Whzoqums	4	7	1983	594217
16365758	Lqcahphi	24	10	1974	4084006
16300555	Mswqs	25	1	1960	8610506
43005959	Makoy	11	7	1973	8140060
34091916	Knccoqlg	6	3	1985	325753
29063597	Lyigjvu	4	7	1968	5874649
40446401	Tkubiuuv	9	7	1985	3293865
26325616	Otgmzwd	8	6	1969	657884
26492818	Vszxnrw	16	11	1977	1595740
20339278	Gpijtyxh	5	5	1973	7293634
31059400	Zqyoawy	5	2	1974	6575424
13917729	Qauicft	4	7	1999	476017
27375329	Dolirex	20	3	1998	8886353
40515039	Dipmzs	19	4	1972	2820237
23903166	Bnwwc	20	11	1962	8846488
21607555	Jurmezj	3	11	1978	9325661
37706943	Kbyivvh	8	1	1972	4278693
31966023	Bdfzvgcy	25	9	1973	2305092
27598503	Iemphtlj	1	10	1984	2250384
12775057	Brmgw	3	2	1970	8722041
41446809	Qsmrjqc	10	7	1974	871911
29989574	Sxplc	13	5	1985	2144832
12367123	Vfbjk	5	9	1973	5887304
43399661	Qzrqd	15	11	1982	6889944
11622019	Cdzmsdkn	1	6	1988	6263909
26236356	Dtyiruz	21	6	1996	6293404
36889751	Mwsrjv	4	6	1999	3768648
41045496	Mxbyeij	7	6	1984	7711214
42520607	Fgcaq	4	11	1998	6612752
13910929	Quiuis	17	5	1961	8738688
16041677	Wuinhozs	4	10	1979	3464422
30522268	Aiganw	24	5	1986	3964266
11519814	Ouzkxiwj	6	3	1973	5883852
30779347	Kjonizf	10	4	1972	944247
11569379	Iandxn	21	8	1967	7331067
34221192	Wmfvf	28	9	1978	1531677
17666473	Mccaions	10	11	2001	5844087
22677772	Rkbwt	14	8	1995	6583620
16943460	Mnbik	16	3	1963	5681930
32207615	Bmjcrajz	5	11	1995	1185549
14813170	Ookswal	26	7	1973	403231
26245687	Kivnubap	17	6	1987	8347583
30934686	Mapekzt	23	12	1992	3720526
35137801	Pyybbfq	14	9	1974	3977511
13513297	Bzact	25	4	1983	7832761
40380411	Yqmqc	9	1	1965	593805
26142724	Lqlpqza	28	9	1967	950994
22638282	Wvxanmbv	2	1	1997	4130816
34888919	Zjhgap	19	4	1975	6405853
16362726	Gouetb	9	8	1997	2759375
24173859	Apkppqo	6	11	2001	6200028
31268401	Kctfllhw	8	3	1981	173045
39783474	Gdccczgq	12	3	1962	7192964
